Journal,ISSN,EISSN,Web of Science,IF(2025),Category_1,IF Quartile(2025)_1,IF Rank(2025)_1,Category_2,IF Quartile(2025)_2,IF Rank(2025)_2,Category_3,IF Quartile(2025)_3,IF Rank(2025)_3,Category_4,IF Quartile(2025)_4,IF Rank(2025)_4,Category_5,IF Quartile(2025)_5,IF Rank(2025)_5,Category_6,IF Quartile(2025)_6,IF Rank(2025)_6
World Literature Studies,1337-9275,1337-9690,AHCI,0.2,LITERATURE,N/A,N/A,,,,,,,,,,,,,,,
Anclajes,0329-3807,1851-4669,ESCI,0.2,LITERATURE,N/A,N/A,,,,,,,,,,,,,,,
ARCHITECTURAL HISTORY,0066-622X,2059-5670,AHCI,0.2,ARCHITECTURE,N/A,N/A,HISTORY,Q3,293/553,,,,,,,,,,,,
In die Skriflig-In Luce Verbi,1018-6441,2305-0853,ESCI,0.2,RELIGION,N/A,N/A,,,,,,,,,,,,,,,
Noveishaya Istoriya Rossii-Modern History of Russia,2219-9659,2309-7973,ESCI,0.2,HISTORY,Q3,293/553,,,,,,,,,,,,,,,
JOURNAL OF FOLKLORE RESEARCH,0737-7037,1543-0413,AHCI,0.2,FOLKLORE,N/A,N/A,,,,,,,,,,,,,,,
Comparatist,0195-7678,1559-0887,ESCI,0.2,LITERATURE,N/A,N/A,,,,,,,,,,,,,,,
Renaissance Studies,0269-1213,1477-4658,AHCI,0.2,MEDIEVAL & RENAISSANCE STUDIES,N/A,N/A,,,,,,,,,,,,,,,
Arms & Armour,1741-6124,1749-6268,AHCI,0.2,MEDIEVAL & RENAISSANCE STUDIES,N/A,N/A,,,,,,,,,,,,,,,
CINEJ Cinema Journal,2159-2411,2158-8724,ESCI,0.2,"FILM, RADIO, TELEVISION",N/A,N/A,,,,,,,,,,,,,,,
Cultura y Religion,0718-5472,0718-4727,ESCI,0.2,RELIGION,N/A,N/A,,,,,,,,,,,,,,,
Journal for the Study of the Old Testament,0309-0892,1476-6728,AHCI,0.2,RELIGION,N/A,N/A,,,,,,,,,,,,,,,
STUDIES IN PHILOLOGY,0039-3738,1543-0383,AHCI,0.2,LANGUAGE & LINGUISTICS,N/A,N/A,LITERATURE,N/A,N/A,,,,,,,,,,,,
Ecclesiastical Law Journal,0956-618X,1751-8539,AHCI,0.2,RELIGION,N/A,N/A,,,,,,,,,,,,,,,
Journal of Historical Research in Music Education,1536-6006,2328-2525,ESCI,0.2,MUSIC,N/A,N/A,,,,,,,,,,,,,,,
POLIS,0142-257X,2051-2996,AHCI,0.2,CLASSICS,N/A,N/A,,,,,,,,,,,,,,,
SLAVIC REVIEW,0037-6779,2325-7784,"SSCI, AHCI",0.2,AREA STUDIES,Q4,153/184,"HUMANITIES, MULTIDISCIPLINARY",N/A,N/A,,,,,,,,,,,,
EXTRAPOLATION,0014-5483,2047-7708,AHCI,0.2,LITERATURE,N/A,N/A,,,,,,,,,,,,,,,
Frantsuzskii Ezhegodnik-Annuaire d Etudes Francaises,0235-4349,0235-4349,ESCI,0.2,HISTORY,Q3,293/553,,,,,,,,,,,,,,,
HISTORIAN,0018-2370,1540-6563,AHCI,0.2,HISTORY,Q3,293/553,,,,,,,,,,,,,,,
Labour History Review,0961-5652,1745-8188,AHCI,0.2,HISTORY,Q3,293/553,,,,,,,,,,,,,,,
Scientific Papers of Vinnytsia Mykhailo Kotsyiubynskyi State Pedagogical University Series History,2411-2143,2709-2453,ESCI,0.2,HISTORY,Q3,293/553,,,,,,,,,,,,,,,
Technoetic Arts,1477-965X,1758-9533,ESCI,0.2,"HUMANITIES, MULTIDISCIPLINARY",N/A,N/A,,,,,,,,,,,,,,,
Zolotoordynskoe Obozrenie-Golden Horde Review,2308-152X,2313-6197,ESCI,0.2,HISTORY,Q3,293/553,,,,,,,,,,,,,,,
Biblical Theology Bulletin,0146-1079,1945-7596,ESCI,0.2,RELIGION,N/A,N/A,,,,,,,,,,,,,,,
Journal of Anglican Studies,1740-3553,1745-5278,AHCI,0.2,RELIGION,N/A,N/A,,,,,,,,,,,,,,,
Emerita,0013-6662,1988-8384,AHCI,0.2,CLASSICS,N/A,N/A,,,,,,,,,,,,,,,
PHILOSOPHY TODAY,0031-8256,2329-8596,AHCI,0.2,PHILOSOPHY,N/A,N/A,,,,,,,,,,,,,,,
Hebrew Bible and Ancient Israel,2192-2276,2192-2284,ESCI,0.2,RELIGION,N/A,N/A,,,,,,,,,,,,,,,
CAHIERS DU MONDE RUSSE,1252-6576,1777-5388,AHCI,0.2,HISTORY,Q3,293/553,,,,,,,,,,,,,,,
East Asian Publishing and Society,2210-6278,2210-6286,ESCI,0.2,ASIAN STUDIES,N/A,N/A,,,,,,,,,,,,,,,
Empedocles-European Journal for the Philosophy of Communication,1757-1952,1757-1960,ESCI,0.2,PHILOSOPHY,N/A,N/A,,,,,,,,,,,,,,,
JOURNAL OF THE ROYAL MUSICAL ASSOCIATION,0269-0403,1471-6933,AHCI,0.2,MUSIC,N/A,N/A,,,,,,,,,,,,,,,
Modern British History,2976-7016,2976-7024,AHCI,0.2,HISTORY,Q3,293/553,,,,,,,,,,,,,,,
RESEARCH IN PHENOMENOLOGY,0085-5553,1569-1640,AHCI,0.2,PHILOSOPHY,N/A,N/A,,,,,,,,,,,,,,,
Terrae Incognitae-The Journal of the Society for the History of Discoveries,0082-2884,2040-8706,ESCI,0.2,HISTORY,Q3,293/553,,,,,,,,,,,,,,,
CHINESE STUDIES IN HISTORY,0009-4633,1558-0407,AHCI,0.2,ASIAN STUDIES,N/A,N/A,HISTORY,Q3,293/553,,,,,,,,,,,,
European Journal of Scandinavian Studies,2191-9399,2191-9402,AHCI,0.2,LANGUAGE & LINGUISTICS,N/A,N/A,"LITERATURE, GERMAN, DUTCH, SCANDINAVIAN",N/A,N/A,,,,,,,,,,,,
HISTORISK TIDSSKRIFT,0018-263X,1504-2944,AHCI,0.2,HISTORY,Q3,293/553,,,,,,,,,,,,,,,
INTERNATIONAL JOURNAL OF AFRICAN HISTORICAL STUDIES,0361-7882,2326-3016,AHCI,0.2,HISTORY,Q3,293/553,,,,,,,,,,,,,,,
MODERN PHILOLOGY,0026-8232,1545-6951,AHCI,0.2,LANGUAGE & LINGUISTICS,N/A,N/A,LITERATURE,N/A,N/A,,,,,,,,,,,,
MUSICAL QUARTERLY,0027-4631,1741-8399,AHCI,0.2,MUSIC,N/A,N/A,,,,,,,,,,,,,,,
Studies in Peoples History,2348-4489,2349-7718,ESCI,0.2,HISTORY,Q3,293/553,,,,,,,,,,,,,,,
Arqueologia y Territorio Medieval,1134-3184,2386-5423,ESCI,0.2,MEDIEVAL & RENAISSANCE STUDIES,N/A,N/A,,,,,,,,,,,,,,,
Biblical Interpretation-A Journal of Contemporary Approaches,0927-2569,1568-5152,AHCI,0.2,RELIGION,N/A,N/A,,,,,,,,,,,,,,,
JOURNAL OF MODERN LITERATURE,0022-281X,1529-1464,AHCI,0.2,LITERATURE,N/A,N/A,,,,,,,,,,,,,,,
Journal of Philosophical Research,1053-8364,2153-7984,AHCI,0.2,PHILOSOPHY,N/A,N/A,,,,,,,,,,,,,,,
Musica Hodie,1676-3939,2317-6776,AHCI,0.2,MUSIC,N/A,N/A,,,,,,,,,,,,,,,
Open Philosophy,N/A,2543-8875,ESCI,0.2,PHILOSOPHY,N/A,N/A,,,,,,,,,,,,,,,
Synesis,1678-6785,1984-6754,ESCI,0.2,PHILOSOPHY,N/A,N/A,,,,,,,,,,,,,,,
Journal of World Popular Music,2052-4900,2052-4919,ESCI,0.2,MUSIC,N/A,N/A,,,,,,,,,,,,,,,
OUD HOLLAND,N/A,1875-0176,AHCI,0.2,ART,N/A,N/A,,,,,,,,,,,,,,,
Person and the Challenges-The Journal of Theology Education Canon Law and Social Studies Inspired by Pope John Paul II,2083-8018,2083-8018,ESCI,0.2,RELIGION,N/A,N/A,,,,,,,,,,,,,,,
Cuadernos Dieciochistas,N/A,2341-1902,ESCI,0.2,HISTORY,Q3,293/553,,,,,,,,,,,,,,,
Ilha do Desterro-A Journal of English Language Literatures in English and Cultural Studies,0101-4846,2175-8026,ESCI,0.2,LITERATURE,N/A,N/A,,,,,,,,,,,,,,,
THOMIST,0040-6325,N/A,AHCI,0.2,PHILOSOPHY,N/A,N/A,RELIGION,N/A,N/A,,,,,,,,,,,,
Asian Cinema,1059-440X,2049-6710,ESCI,0.2,"FILM, RADIO, TELEVISION",N/A,N/A,,,,,,,,,,,,,,,
Asian Review of World Histories,2287-965X,2287-9811,ESCI,0.2,HISTORY,Q3,293/553,,,,,,,,,,,,,,,
Buddhist Studies Review,0265-2897,1747-9681,AHCI,0.2,RELIGION,N/A,N/A,,,,,,,,,,,,,,,
Jewish Historical Studies-Transactions of the Jewish Historical Society of England,0962-9696,2397-1290,ESCI,0.2,HISTORY,Q3,293/553,,,,,,,,,,,,,,,
Journal of Nietzsche Studies,0968-8005,1538-4594,AHCI,0.2,PHILOSOPHY,N/A,N/A,,,,,,,,,,,,,,,
Studies in Chinese Religions,2372-9988,2372-9996,ESCI,0.2,ASIAN STUDIES,N/A,N/A,RELIGION,N/A,N/A,,,,,,,,,,,,
Translation and Literature,0968-1361,1750-0214,AHCI,0.2,LITERATURE,N/A,N/A,,,,,,,,,,,,,,,
World of Music-New Series,0043-8774,N/A,AHCI,0.2,MUSIC,N/A,N/A,,,,,,,,,,,,,,,
MODERNA SPRAK,2000-3560,2000-3560,AHCI,0.2,LANGUAGE & LINGUISTICS,N/A,N/A,LITERATURE,N/A,N/A,,,,,,,,,,,,
American Nineteenth Century History,1466-4658,1743-7903,AHCI,0.2,HISTORY,Q3,293/553,,,,,,,,,,,,,,,
Britain and the World,2043-8567,2043-8575,"AHCI, SSCI",0.2,HISTORY,Q3,293/553,,,,,,,,,,,,,,,
Historia da Historiografia,1983-9928,1983-9928,ESCI,0.2,HISTORY,Q3,293/553,,,,,,,,,,,,,,,
IDEALISTIC STUDIES,0046-8541,2153-8239,AHCI,0.2,PHILOSOPHY,N/A,N/A,,,,,,,,,,,,,,,
Ilahiyat Tetkikleri Dergisi-Journal of Ilahiyat Researches,2458-7508,2602-3946,ESCI,0.2,RELIGION,N/A,N/A,,,,,,,,,,,,,,,
Istorija 20 Veka,0352-3160,2560-3647,ESCI,0.2,HISTORY,Q3,293/553,,,,,,,,,,,,,,,
REVISTA IBEROAMERICANA,0034-9631,2154-4794,AHCI,0.2,"LITERATURE, ROMANCE",N/A,N/A,,,,,,,,,,,,,,,
Text and Performance Quarterly,1046-2937,1479-5760,AHCI,0.2,"HUMANITIES, MULTIDISCIPLINARY",N/A,N/A,,,,,,,,,,,,,,,
Enthymema-International Journal of Literary Criticism Literary Theory and Philosophy of Literature,2037-2426,2037-2426,ESCI,0.2,LITERARY THEORY & CRITICISM,N/A,N/A,,,,,,,,,,,,,,,
Journal of Jewish Ethics,2334-1777,2334-1785,ESCI,0.2,RELIGION,N/A,N/A,,,,,,,,,,,,,,,
Prism-Theory and Modern Chinese Literature,2578-3491,2578-3505,ESCI,0.2,ASIAN STUDIES,N/A,N/A,LITERATURE,N/A,N/A,,,,,,,,,,,,
Impossibilia-Revista Internacional de Estudios Literarios,2174-2464,2174-2464,ESCI,0.2,LITERATURE,N/A,N/A,,,,,,,,,,,,,,,
Scandia,0036-5483,0036-5483,"AHCI, SSCI",0.2,HISTORY,Q3,293/553,,,,,,,,,,,,,,,
Anuario de Estudios Medievales,0066-5061,1988-4230,AHCI,0.2,MEDIEVAL & RENAISSANCE STUDIES,N/A,N/A,,,,,,,,,,,,,,,
Journal of Comparative Germanic Linguistics,1383-4924,1572-8552,"AHCI, SSCI",0.2,LANGUAGE & LINGUISTICS,N/A,N/A,LINGUISTICS,Q4,284/312,,,,,,,,,,,,
Journal of Speculative Philosophy,0891-625X,1527-9383,AHCI,0.2,PHILOSOPHY,N/A,N/A,,,,,,,,,,,,,,,
Korean Linguistics,0257-3784,2212-9731,ESCI,0.2,LANGUAGE & LINGUISTICS,N/A,N/A,,,,,,,,,,,,,,,
Midland History,0047-729X,1756-381X,ESCI,0.2,HISTORY,Q3,293/553,,,,,,,,,,,,,,,
REVISTA CHILENA DE LITERATURA,0718-2295,0718-2295,AHCI,0.2,"LITERATURE, ROMANCE",N/A,N/A,,,,,,,,,,,,,,,
YALE REVIEW,0044-0124,1467-9736,AHCI,0.2,LITERARY REVIEWS,N/A,N/A,,,,,,,,,,,,,,,
Alabe-Revista de Investigacion sobre Lectura y Escritura,2171-9624,2171-9624,ESCI,0.2,LITERATURE,N/A,N/A,,,,,,,,,,,,,,,
Humana Mente-Journal of Philosophical Studies,1972-1293,1972-1293,ESCI,0.2,PHILOSOPHY,N/A,N/A,,,,,,,,,,,,,,,
Parliamentary History,0264-2824,1750-0206,AHCI,0.2,HISTORY,Q3,293/553,,,,,,,,,,,,,,,
Pasado y Memoria-Revista de Historia Contemporanea,1579-3311,2386-4745,ESCI,0.2,HISTORY,Q3,293/553,,,,,,,,,,,,,,,
Pluralist,1930-7365,N/A,AHCI,0.2,PHILOSOPHY,N/A,N/A,,,,,,,,,,,,,,,
Romanticism,1354-991X,1750-0192,AHCI,0.2,LITERATURE,N/A,N/A,,,,,,,,,,,,,,,
Third Text,0952-8822,1475-5297,AHCI,0.2,ART,N/A,N/A,,,,,,,,,,,,,,,
Acta Koreana,1520-7412,N/A,AHCI,0.2,ASIAN STUDIES,N/A,N/A,,,,,,,,,,,,,,,
Grazer Philosophische Studien-International Journal for Analytic Philosophy,0165-9227,1875-6735,ESCI,0.2,PHILOSOPHY,N/A,N/A,,,,,,,,,,,,,,,
Hawwa,1569-2078,1569-2086,ESCI,0.2,"HUMANITIES, MULTIDISCIPLINARY",N/A,N/A,,,,,,,,,,,,,,,
JOURNAL OF MILITARY HISTORY,0899-3718,1543-7795,AHCI,0.2,HISTORY,Q3,293/553,,,,,,,,,,,,,,,
KONSTHISTORISK TIDSKRIFT,0023-3609,1651-2294,AHCI,0.2,ART,N/A,N/A,,,,,,,,,,,,,,,
Language & History,1759-7536,1759-7544,"AHCI, SSCI",0.2,HISTORY,Q3,293/553,LANGUAGE & LINGUISTICS,N/A,N/A,LINGUISTICS,Q4,284/312,,,,,,,,,
Snippets,1590-1807,1590-1807,ESCI,0.2,LANGUAGE & LINGUISTICS,N/A,N/A,,,,,,,,,,,,,,,
Acta Theologica,1015-8758,2309-9089,AHCI,0.2,RELIGION,N/A,N/A,,,,,,,,,,,,,,,
Cosmos and History-The Journal of Natural and Social Philosophy,1832-9101,1832-9101,ESCI,0.2,PHILOSOPHY,N/A,N/A,,,,,,,,,,,,,,,
Hispania Sacra,0018-215X,1988-4265,AHCI,0.2,HISTORY,Q3,293/553,RELIGION,N/A,N/A,,,,,,,,,,,,
Journal of Contemporary Chinese Art,2051-7041,2051-705X,ESCI,0.2,ART,N/A,N/A,,,,,,,,,,,,,,,
Przeglad Nauk Historycznych-Review of Historical Sciences,1644-857X,2450-7660,ESCI,0.2,HISTORY,Q3,293/553,,,,,,,,,,,,,,,
Rossiiskaya Istoriya,0869-5687,N/A,AHCI,0.2,HISTORY,Q3,293/553,,,,,,,,,,,,,,,
Torres de Lucca-Revista Internacional de Filosofia Politica,2255-3827,2255-3827,ESCI,0.2,PHILOSOPHY,N/A,N/A,,,,,,,,,,,,,,,
WELSH HISTORY REVIEW,0043-2431,0083-792X,AHCI,0.2,HISTORY,Q3,293/553,,,,,,,,,,,,,,,
Cinta de Moebio,0717-554X,0717-554X,ESCI,0.2,PHILOSOPHY,N/A,N/A,,,,,,,,,,,,,,,
Culture et Musees,1766-2923,2111-4528,AHCI,0.2,"HUMANITIES, MULTIDISCIPLINARY",N/A,N/A,,,,,,,,,,,,,,,
JAHRBUCHER FUR GESCHICHTE OSTEUROPAS,0021-4019,N/A,AHCI,0.2,HISTORY,Q3,293/553,,,,,,,,,,,,,,,
Journal of British Cinema and Television,1743-4521,1755-1714,AHCI,0.2,"FILM, RADIO, TELEVISION",N/A,N/A,,,,,,,,,,,,,,,
Militargeschichtliche Zeitschrift,2193-2336,2196-6850,AHCI,0.2,HISTORY,Q3,293/553,,,,,,,,,,,,,,,
International Journal for the Study of the Christian Church,1474-225X,1747-0234,ESCI,0.2,RELIGION,N/A,N/A,,,,,,,,,,,,,,,
Journal of Reformed Theology,1872-5163,1569-7312,ESCI,0.2,RELIGION,N/A,N/A,,,,,,,,,,,,,,,
Musicology Australia,0814-5857,1949-453X,ESCI,0.2,MUSIC,N/A,N/A,,,,,,,,,,,,,,,
Prostor,1330-0652,1333-9117,AHCI,0.2,ARCHITECTURE,N/A,N/A,,,,,,,,,,,,,,,
Revista Estudos Institucionais-Journal of Institutional Studies,N/A,2447-5467,ESCI,0.2,LAW,Q4,343/443,,,,,,,,,,,,,,,
Studies in European Cinema,1741-1548,2040-0594,ESCI,0.2,"FILM, RADIO, TELEVISION",N/A,N/A,,,,,,,,,,,,,,,
Archiv fur Religionsgeschichte,1436-3038,1868-8888,ESCI,0.2,RELIGION,N/A,N/A,,,,,,,,,,,,,,,
Australasian Drama Studies,0810-4123,N/A,AHCI,0.2,THEATER,N/A,N/A,,,,,,,,,,,,,,,
Cumhuriyet Ilahiyat Dergisi-Cumhuriyet Theology Journal,2528-9861,2528-987X,ESCI,0.2,RELIGION,N/A,N/A,,,,,,,,,,,,,,,
International Journal of African Renaissance Studies,1818-6874,1753-7274,ESCI,0.2,AREA STUDIES,Q4,153/184,,,,,,,,,,,,,,,
INTERNATIONAL REVIEW OF THE AESTHETICS AND SOCIOLOGY OF MUSIC,0351-5796,0351-5796,AHCI,0.2,MUSIC,N/A,N/A,,,,,,,,,,,,,,,
Reti Saperi Linguaggi-Italian Journal of Cognitive Sciences,1826-8889,2279-7777,ESCI,0.2,PHILOSOPHY,N/A,N/A,,,,,,,,,,,,,,,
Teaching Philosophy,0145-5788,2153-6619,AHCI,0.2,PHILOSOPHY,N/A,N/A,,,,,,,,,,,,,,,
Americania-Revista de Estudios Latinoamericanos,2174-0178,2174-0178,ESCI,0.2,HISTORY,Q3,293/553,,,,,,,,,,,,,,,
Art-Sanat,N/A,2148-3582,ESCI,0.2,ART,N/A,N/A,,,,,,,,,,,,,,,
China and Asia,2589-4641,2589-465X,ESCI,0.2,AREA STUDIES,Q4,153/184,ASIAN STUDIES,N/A,N/A,HISTORY,Q3,293/553,,,,,,,,,
ECUMENICAL REVIEW,0013-0796,1758-6623,AHCI,0.2,RELIGION,N/A,N/A,,,,,,,,,,,,,,,
FILM CRITICISM,0163-5069,0163-5069,AHCI,0.2,"FILM, RADIO, TELEVISION",N/A,N/A,,,,,,,,,,,,,,,
J19-The Journal of Nineteenth-Century Americanists,2166-742X,2166-7438,ESCI,0.2,"LITERATURE, AMERICAN",N/A,N/A,,,,,,,,,,,,,,,
OREGON HISTORICAL QUARTERLY,0030-4727,N/A,AHCI,0.2,HISTORY,Q3,293/553,,,,,,,,,,,,,,,
Pneuma,0272-0965,1570-0747,ESCI,0.2,RELIGION,N/A,N/A,,,,,,,,,,,,,,,
WAR IN HISTORY,0968-3445,1477-0385,"AHCI, SSCI",0.2,HISTORY,Q3,293/553,INTERNATIONAL RELATIONS,Q4,164/173,,,,,,,,,,,,
ARTMargins,2162-2574,2162-2582,AHCI,0.2,ART,N/A,N/A,,,,,,,,,,,,,,,
GYMNASIUM,0342-5231,2567-6555,AHCI,0.2,CLASSICS,N/A,N/A,,,,,,,,,,,,,,,
Historisk Tidskrift,0345-469X,0345-469X,AHCI,0.2,HISTORY,Q3,293/553,,,,,,,,,,,,,,,
Kocatepe Islami Ilimler Dergisi,N/A,2757-8399,ESCI,0.2,RELIGION,N/A,N/A,,,,,,,,,,,,,,,
Organon F,1335-0668,2585-7150,AHCI,0.2,PHILOSOPHY,N/A,N/A,,,,,,,,,,,,,,,
Theology,0040-571X,2044-2696,ESCI,0.2,RELIGION,N/A,N/A,,,,,,,,,,,,,,,
Eskiyeni,1306-6218,2636-8536,ESCI,0.2,RELIGION,N/A,N/A,,,,,,,,,,,,,,,
Filosofskii Zhurnal,2072-0726,2658-4883,ESCI,0.2,PHILOSOPHY,N/A,N/A,,,,,,,,,,,,,,,
HEYTHROP JOURNAL,0018-1196,1468-2265,AHCI,0.2,PHILOSOPHY,N/A,N/A,RELIGION,N/A,N/A,,,,,,,,,,,,
IDA-International Design and Art Journal,N/A,2687-5373,ESCI,0.2,ARCHITECTURE,N/A,N/A,ART,N/A,N/A,,,,,,,,,,,,
ISSUES IN LAW & MEDICINE,8756-8160,N/A,SSCI,0.2,LAW,Q4,343/443,,,,,,,,,,,,,,,
Italian Culture,0161-4622,1559-0909,ESCI,0.2,"HUMANITIES, MULTIDISCIPLINARY",N/A,N/A,,,,,,,,,,,,,,,
Review of Middle East Studies,2151-3481,2329-3225,ESCI,0.2,AREA STUDIES,Q4,153/184,,,,,,,,,,,,,,,
Tijdschrift voor Rechtsgeschiedenis-Revue d Histoire du Droit-The Legal History Review,0040-7585,N/A,"AHCI, SSCI",0.2,HISTORY,Q3,293/553,LAW,Q4,343/443,,,,,,,,,,,,
VIERTELJAHRSHEFTE FUR ZEITGESCHICHTE,0042-5702,2196-7121,AHCI,0.2,HISTORY,Q3,293/553,,,,,,,,,,,,,,,
Vinculos de Historia,2254-6901,2254-6901,ESCI,0.2,HISTORY,Q3,293/553,,,,,,,,,,,,,,,
Derrida Today,1754-8500,1754-8519,ESCI,0.2,PHILOSOPHY,N/A,N/A,,,,,,,,,,,,,,,
European Comic Art,1754-3797,1754-3800,ESCI,0.2,"HUMANITIES, MULTIDISCIPLINARY",N/A,N/A,,,,,,,,,,,,,,,
Kritike-An Online Journal of Philosophy,1908-7330,1908-7330,ESCI,0.2,PHILOSOPHY,N/A,N/A,,,,,,,,,,,,,,,
KronoScope-Journal for the Study of Time,1567-715X,1568-5241,ESCI,0.2,"HUMANITIES, MULTIDISCIPLINARY",N/A,N/A,,,,,,,,,,,,,,,
Metode Science Studies Journal,2174-3487,2174-9221,ESCI,0.2,HISTORY & PHILOSOPHY OF SCIENCE,Q4,94/111,,,,,,,,,,,,,,,
Philosophy and Society-Filozofija i Drustvo,0353-5738,2334-8577,ESCI,0.2,PHILOSOPHY,N/A,N/A,,,,,,,,,,,,,,,
Quest-Issues in Contemporary Jewish History,2037-741X,2037-741X,ESCI,0.2,HISTORY,Q3,293/553,,,,,,,,,,,,,,,
Utopian Studies,1045-991X,2154-9648,AHCI,0.2,"HUMANITIES, MULTIDISCIPLINARY",N/A,N/A,,,,,,,,,,,,,,,
ZEITSCHRIFT FUR ANTIKES CHRISTENTUM-JOURNAL OF ANCIENT CHRISTIANITY,0949-9571,1612-961X,AHCI,0.2,RELIGION,N/A,N/A,,,,,,,,,,,,,,,
AM Journal of Art and Media Studies,2217-9666,2406-1654,ESCI,0.2,ART,N/A,N/A,,,,,,,,,,,,,,,
BURLINGTON MAGAZINE,0007-6287,2044-9925,AHCI,0.2,ART,N/A,N/A,,,,,,,,,,,,,,,
Construction History-International Journal of the Construction History Society,0267-7768,0267-7768,AHCI,0.2,ARCHITECTURE,N/A,N/A,HISTORY,Q3,293/553,,,,,,,,,,,,
Flora Infeksiyon Hastaliklari ve Klinik Mikrobiyoloji Dergisi,1300-932X,2602-2842,ESCI,0.2,MICROBIOLOGY,Q4,167/167,,,,,,,,,,,,,,,
Journal of Indian Council of Philosophical Research,0970-7794,2363-9962,ESCI,0.2,PHILOSOPHY,N/A,N/A,,,,,,,,,,,,,,,
MUSIC & LETTERS,0027-4224,1477-4631,AHCI,0.2,MUSIC,N/A,N/A,,,,,,,,,,,,,,,
Opuscula-Annual of the Swedish Institutes at Athens and Rome,2000-0898,2000-0898,AHCI,0.2,ARCHAEOLOGY,N/A,N/A,,,,,,,,,,,,,,,
RUSSELL-THE JOURNAL OF THE BERTRAND RUSSELL STUDIES,0036-0163,1913-8032,AHCI,0.2,PHILOSOPHY,N/A,N/A,,,,,,,,,,,,,,,
Studia Warminskie,0137-6624,0137-6624,ESCI,0.2,"HUMANITIES, MULTIDISCIPLINARY",N/A,N/A,,,,,,,,,,,,,,,
Early Christianity,1868-7032,1868-8020,ESCI,0.2,RELIGION,N/A,N/A,,,,,,,,,,,,,,,
Filologia Mediolatina,1124-0008,N/A,ESCI,0.2,MEDIEVAL & RENAISSANCE STUDIES,N/A,N/A,,,,,,,,,,,,,,,
FILOZOFIA,0046-385X,2585-7061,AHCI,0.2,PHILOSOPHY,N/A,N/A,,,,,,,,,,,,,,,
Fronteras de la Historia,2027-4688,2539-4711,ESCI,0.2,HISTORY,Q3,293/553,,,,,,,,,,,,,,,
Revista Portuguesa de Historia,0870-4147,2183-3796,ESCI,0.2,HISTORY,Q3,293/553,,,,,,,,,,,,,,,
Stellenbosch Theological Journal,2413-9459,2413-9467,ESCI,0.2,RELIGION,N/A,N/A,,,,,,,,,,,,,,,
Topoi-Revista de Historia,2237-101X,2237-101X,ESCI,0.2,HISTORY,Q3,293/553,,,,,,,,,,,,,,,
BIOGRAPHY-AN INTERDISCIPLINARY QUARTERLY,0162-4962,1529-1456,AHCI,0.2,LITERATURE,N/A,N/A,,,,,,,,,,,,,,,
Carte di Viaggio,1974-0557,1974-4889,ESCI,0.2,LANGUAGE & LINGUISTICS,N/A,N/A,LITERATURE,N/A,N/A,,,,,,,,,,,,
GESCHICHTE UND GESELLSCHAFT,0340-613X,2196-9000,AHCI,0.2,HISTORY,Q3,293/553,,,,,,,,,,,,,,,
Philippiniana Sacra,0115-9577,2651-7418,ESCI,0.2,RELIGION,N/A,N/A,,,,,,,,,,,,,,,
Revista de Estudios Latinos,2255-5056,2255-5056,ESCI,0.2,CLASSICS,N/A,N/A,LANGUAGE & LINGUISTICS,N/A,N/A,,,,,,,,,,,,
Studia Canonica,2295-3019,2295-3027,AHCI,0.2,RELIGION,N/A,N/A,,,,,,,,,,,,,,,
Voprosy Leksikografii-Russian Journal of Lexicography,2227-4200,2311-3758,ESCI,0.2,LANGUAGE & LINGUISTICS,N/A,N/A,,,,,,,,,,,,,,,
Balkan Journal of Philosophy,1313-888X,2367-5438,ESCI,0.2,PHILOSOPHY,N/A,N/A,,,,,,,,,,,,,,,
European Journal of Pragmatism and American Philosophy,2036-4091,2036-4091,ESCI,0.2,PHILOSOPHY,N/A,N/A,,,,,,,,,,,,,,,
Historical Records of Australian Science,0727-3061,1448-5508,"AHCI, SCIE",0.2,HISTORY & PHILOSOPHY OF SCIENCE,Q4,94/111,,,,,,,,,,,,,,,
Kalagatos-Revista de Filosofia,1808-107X,1984-9206,ESCI,0.2,PHILOSOPHY,N/A,N/A,,,,,,,,,,,,,,,
TOPIA-Canadian Journal of Cultural Studies,1206-0143,1916-0194,"AHCI, SSCI",0.2,CULTURAL STUDIES,Q4,56/66,,,,,,,,,,,,,,,
Acta Universitatis Sapientiae-Film and Media Studies,2065-5924,2066-7779,ESCI,0.2,"FILM, RADIO, TELEVISION",N/A,N/A,,,,,,,,,,,,,,,
AMERICAN BOOK REVIEW,0149-9408,2153-4578,AHCI,0.2,LITERATURE,N/A,N/A,,,,,,,,,,,,,,,
Anadolu Arastirmalari-Anatolian Research,0569-9746,2667-629X,ESCI,0.2,ARCHAEOLOGY,N/A,N/A,HISTORY,Q3,293/553,,,,,,,,,,,,
Anuario Colombiano de Historia Social y de la Cultura,0120-2456,2256-5647,ESCI,0.2,HISTORY,Q3,293/553,,,,,,,,,,,,,,,
AUSTRALIAN LAW JOURNAL,0004-9611,0004-9611,ESCI,0.2,LAW,Q4,343/443,,,,,,,,,,,,,,,
European Journal of Korean Studies,2631-4134,2516-5399,ESCI,0.2,ASIAN STUDIES,N/A,N/A,,,,,,,,,,,,,,,
History of Philosophy & Logical Analysis,2666-4283,2666-4275,ESCI,0.2,PHILOSOPHY,N/A,N/A,,,,,,,,,,,,,,,
